,time_sec,value
394,60.719831,12.589228
395,60.84686,12.589228
396,60.973888,12.589228
397,61.100917,12.589228
398,61.227946,12.589228
399,61.354975,12.589228
400,61.482004,12.589228
401,61.609033,12.589228
402,61.736062,12.589228
403,61.863091,12.589228
404,61.99012,12.719014
405,62.117149,12.719014
406,62.244178,12.719014
407,62.371207,12.719014
408,62.498236,12.719014
409,62.625265,12.719014
410,62.752294,12.719014
411,62.879323,12.719014
412,63.006351,12.719014
413,63.13338,12.719014
414,63.260409,12.589228
415,63.387438,12.589228
416,63.514467,12.589228
417,63.641496,12.589228
418,63.768525,12.589228
419,63.895554,12.589228
420,64.022583,12.589228
421,64.149612,12.589228
422,64.276641,13.238157
423,64.40367,13.238157
424,64.530699,13.497729
425,64.657728,13.497729
426,64.784757,13.7573
427,64.911785,13.7573
428,65.038814,13.7573
429,65.165843,13.7573
430,65.292872,13.7573
431,65.419901,13.7573
432,65.54693,13.7573
433,65.673959,13.7573
434,65.800988,13.497729
435,65.928017,13.497729
436,66.055046,12.978585
437,66.182075,12.978585
438,66.309104,12.978585
439,66.436133,12.978585
440,66.563162,12.978585
441,66.690191,12.978585
442,66.817219,13.367943
443,66.944248,13.367943
444,67.071277,13.627515
445,67.198306,13.627515
446,67.325335,13.7573
447,67.452364,13.7573
448,67.579393,13.7573
449,67.706422,13.7573
450,67.833451,13.7573
451,67.96048,13.7573
452,68.087509,13.7573
453,68.214538,13.7573
454,68.341567,13.7573
455,68.468596,13.7573
456,68.595625,13.7573
457,68.722653,13.7573
458,68.849682,13.7573
459,68.976711,13.7573
460,69.10374,13.7573
461,69.230769,13.7573
462,69.357798,13.7573
463,69.484827,13.692408
464,69.611856,13.627515
465,69.738885,13.562622
466,69.865914,12.848799
467,69.992943,12.848799
468,70.119972,12.848799
469,70.247001,12.848799
470,70.37403,12.848799
471,70.501059,12.848799
472,70.628088,12.848799
473,70.755116,12.848799
474,70.882145,12.848799
475,71.009174,12.848799
476,71.136203,13.7573
477,71.263232,13.7573
478,71.390261,13.7573
479,71.51729,13.7573
480,71.644319,13.7573
481,71.771348,13.7573
482,71.898377,13.7573
483,72.025406,13.7573
484,72.152435,13.7573
485,72.279464,13.7573
486,72.406493,13.7573
487,72.533522,13.7573
488,72.66055,13.7573
489,72.787579,13.7573
490,72.914608,13.7573
491,73.041637,13.7573
492,73.168666,14.925373
493,73.295695,14.925373
494,73.422724,14.925373
495,73.549753,14.925373
496,73.676782,14.925373
497,73.803811,14.925373
498,73.93084,15.639195
499,74.057869,15.639195
500,74.184898,15.639195
501,74.311927,15.639195
502,74.438956,15.639195
503,74.565984,15.639195
504,74.693013,15.639195
505,74.820042,15.639195
506,74.947071,15.639195
507,75.0741,15.639195
508,75.201129,15.639195
509,75.328158,15.639195
510,75.455187,15.639195
511,75.582216,15.639195
512,75.709245,15.639195
513,75.836274,15.639195
514,75.963303,15.639195
515,76.090332,15.639195
516,76.217361,15.639195
517,76.34439,15.639195
518,76.471418,15.639195
519,76.598447,15.639195
520,76.725476,15.639195
521,76.852505,15.704088
522,76.979534,15.704088
523,77.106563,15.704088
524,77.233592,15.704088
525,77.360621,15.704088
526,77.48765,15.704088
527,77.614679,15.704088
528,78.503881,17.975341
529,78.63091,17.975341
530,78.757939,18.105127
531,78.884968,18.105127
532,79.011997,18.234912
533,79.139026,18.234912
534,79.266055,18.234912
535,79.393084,18.234912
536,79.520113,18.234912
537,79.647142,18.234912
538,79.774171,18.234912
539,79.9012,18.234912
540,81.04446,17.585983
541,81.171489,17.585983
542,81.298518,17.585983
543,81.425547,17.585983
544,81.552576,17.585983
545,81.679605,17.585983
546,81.806634,17.585983
547,81.933663,17.585983
548,82.060692,17.196626
549,82.187721,17.196626
550,82.314749,17.196626
551,82.441778,17.196626
552,82.568807,18.299805
553,82.695836,18.299805
554,82.822865,18.299805
555,82.949894,18.299805
556,83.076923,20.830629
557,83.203952,20.830629
558,83.330981,20.830629
559,83.45801,20.830629
560,83.585039,22.777417
561,83.712068,22.777417
562,83.839097,22.777417
563,83.966126,22.777417
564,84.093155,22.777417
565,84.220183,22.777417
566,84.347212,22.777417
567,84.474241,22.777417
568,84.60127,26.411421
569,84.728299,27.190136
570,84.855328,27.190136
571,84.982357,28.098637
572,85.109386,28.098637
573,85.236415,28.358209
574,85.363444,28.358209
575,85.490473,28.358209
576,85.617502,28.358209
577,85.744531,28.358209
578,85.87156,28.358209
579,85.998589,28.358209
580,86.125618,28.358209
581,86.252646,27.06035
582,86.379675,26.995457
583,86.506704,26.151849
584,86.633733,25.113563
585,86.760762,25.113563
586,86.887791,21.868916
587,87.01482,21.868916
588,87.141849,21.868916
589,87.268878,21.868916
590,87.395907,21.868916
591,87.522936,21.868916
592,87.649965,20.830629
593,87.776994,20.830629
594,87.904023,17.845555
595,88.031052,17.845555
596,88.15808,17.845555
597,88.285109,17.845555
598,88.412138,17.845555
599,88.539167,17.845555
600,88.666196,17.326411
601,88.793225,17.326411
602,88.920254,16.547696
603,89.047283,16.547696
604,89.174312,16.158339
605,89.301341,16.158339
606,89.42837,16.158339
607,89.555399,16.158339
608,89.682428,16.028553
609,89.809457,16.028553
610,89.936486,16.158339
611,90.063514,16.158339
612,90.190543,16.158339
613,90.317572,16.158339
614,90.444601,16.158339
615,90.57163,16.158339
616,90.698659,16.158339
617,90.825688,16.158339
618,90.952717,15.639195
619,91.079746,15.639195
620,91.206775,15.379624
621,91.333804,15.379624
622,91.460833,15.249838
623,91.587862,15.249838
624,91.714891,14.990266
625,91.84192,14.990266
626,91.968948,14.730694
627,92.095977,14.730694
628,92.223006,14.341337
629,92.350035,14.341337
630,92.477064,14.081765
631,92.604093,14.081765
632,92.731122,14.081765
633,92.858151,14.081765
634,92.98518,14.081765
635,93.112209,14.081765
636,93.239238,14.211551
637,93.366267,14.211551
638,93.493296,14.211551
639,93.620325,14.211551
640,93.747354,14.211551
641,93.874382,14.211551
642,94.001411,14.211551
643,94.12844,14.211551
644,94.255469,13.822193
645,94.382498,13.822193
646,94.509527,13.562622
647,94.636556,13.562622
648,94.763585,13.173264
649,94.890614,13.173264
650,95.017643,13.043478
651,95.144672,13.043478
652,95.271701,13.043478
653,95.39873,13.043478
654,95.525759,13.043478
655,95.652788,13.043478
656,95.779817,12.913692
657,95.906845,12.913692
658,96.033874,12.913692
659,96.160903,12.913692
660,96.287932,12.524335
661,96.414961,12.524335
662,96.54199,12.264763
663,96.669019,12.264763
664,96.796048,12.005191
665,96.923077,11.810513
666,97.050106,11.74562
667,97.177135,11.680727
668,97.304164,11.615834
669,97.431193,11.031798
670,97.558222,10.966905
671,97.685251,10.772226
672,97.812279,10.707333
673,101.242061,8.241402
674,101.36909,8.241402
675,101.496119,8.241402
676,101.623147,8.241402
677,101.750176,8.241402
678,101.877205,8.241402
679,102.004234,8.241402
680,102.131263,8.241402
681,102.258292,7.98183
682,102.385321,7.98183
683,102.51235,7.98183
684,102.639379,7.98183
685,102.766408,7.98183
686,102.893437,7.98183
687,103.020466,7.98183
688,103.147495,7.98183
689,103.274524,7.98183
690,103.401553,7.98183
691,103.528582,7.98183
692,103.65561,7.98183
693,103.782639,7.98183
694,103.909668,7.98183
695,104.036697,7.852044
696,104.163726,7.852044
697,104.290755,7.722258
698,104.417784,7.722258
699,104.544813,7.332901
700,104.671842,7.332901
701,104.798871,7.073329
702,104.9259,7.073329
703,105.052929,6.813757
704,105.179958,6.813757
705,105.306987,6.813757
706,105.434016,6.813757
707,105.561044,6.813757
708,105.688073,6.813757
709,105.815102,6.813757
710,105.942131,6.813757
711,106.06916,6.813757
712,106.196189,6.813757
713,106.323218,6.813757
714,106.450247,6.813757
715,106.577276,6.813757
716,106.704305,6.813757
717,106.831334,6.813757
718,106.958363,6.813757
719,107.085392,6.813757
720,107.212421,6.813757
721,107.33945,6.813757
722,107.466478,6.813757
723,107.593507,6.813757
724,107.720536,6.813757
725,107.847565,6.813757
726,107.974594,6.813757
727,108.101623,6.813757
728,108.228652,6.813757
729,108.355681,6.813757
730,108.48271,6.813757
731,108.609739,6.813757
732,108.736768,6.813757
733,108.863797,6.813757
734,108.990826,6.813757
735,109.117855,6.813757
736,109.244884,6.813757
737,109.371912,6.813757
738,109.498941,6.813757
739,109.62597,7.462687
740,109.752999,7.462687
741,109.880028,7.592472
742,110.007057,7.592472
743,110.134086,7.592472
744,110.261115,7.592472
745,110.388144,7.592472
746,110.515173,7.592472
747,110.642202,7.592472
748,110.769231,7.592472
749,110.89626,7.592472
750,111.023289,7.592472
751,111.150318,7.592472
752,111.277347,7.592472
753,111.404375,7.592472
754,111.531404,7.592472
755,111.658433,7.592472
756,111.785462,7.592472
757,111.912491,7.592472
758,112.03952,7.592472
759,112.166549,7.722258
760,112.293578,7.722258
761,112.420607,8.241402
762,112.547636,8.241402
763,112.674665,8.241402
764,112.801694,8.241402
765,112.928723,8.241402
766,113.055752,8.241402
767,113.182781,8.241402
768,113.309809,8.241402
769,113.436838,8.241402
770,113.563867,8.241402
771,116.993649,10.837119
772,117.120677,10.837119
773,117.247706,11.09669
774,117.374735,11.09669
775,117.501764,11.421155
776,117.628793,11.486048
777,117.755822,11.680727
778,117.882851,11.74562
779,118.00988,11.74562
780,118.136909,11.74562
781,118.263938,11.74562
782,118.390967,11.74562
783,118.517996,12.459442
784,118.645025,12.524335
785,118.772054,12.524335
786,118.899083,12.524335
787,119.026112,12.524335
788,119.15314,12.524335
789,119.280169,12.524335
790,119.407198,13.30305
791,119.534227,13.30305
792,119.661256,13.562622
793,119.788285,13.562622
794,119.915314,13.562622
795,120.042343,13.562622
796,120.169372,13.562622
797,120.296401,13.562622
798,120.42343,13.562622
799,120.550459,13.562622
800,120.931546,14.86048
801,121.058574,14.86048
802,121.185603,14.86048
803,121.312632,14.86048
804,121.439661,15.574302
805,121.56669,15.639195
806,121.693719,15.833874
807,121.820748,15.898767
808,121.947777,15.898767
809,122.074806,15.898767
810,122.201835,15.898767
811,122.328864,15.898767
812,122.455893,15.898767
813,122.582922,15.898767
814,122.709951,16.872161
815,122.83698,16.872161
816,122.964008,17.261518
817,123.091037,17.261518
818,123.218066,17.261518
819,123.345095,17.261518
820,123.472124,17.780662
821,123.599153,17.780662
822,123.726182,18.040234
823,123.853211,18.040234
824,123.98024,18.040234
825,124.107269,18.040234
826,124.234298,18.040234
827,124.361327,18.040234
828,124.488356,18.040234
829,124.615385,18.040234
830,124.742414,18.040234
831,124.869442,18.040234
832,126.266761,18.299805
833,126.39379,18.299805
834,126.520819,18.299805
835,126.647848,18.299805
836,126.774876,18.299805
837,126.901905,18.299805
838,127.028934,18.299805
839,127.155963,18.299805
840,127.282992,18.170019
841,127.410021,18.170019
842,127.53705,18.040234
843,127.664079,18.040234
844,127.791108,18.040234
845,127.918137,18.040234
846,128.045166,18.040234
847,128.172195,18.040234
848,128.299224,18.040234
849,128.426253,18.040234
850,128.553282,18.040234
851,128.680311,18.040234
852,128.807339,18.040234
853,128.934368,18.040234
854,129.061397,18.040234
855,129.188426,18.040234
856,129.315455,18.040234
857,129.442484,18.040234
858,129.569513,18.040234
859,129.696542,18.040234
860,129.823571,17.780662
861,129.9506,17.780662
862,130.077629,17.52109
863,130.204658,17.52109
864,130.331687,17.001947
865,130.458716,17.001947
866,130.585745,16.742375
867,130.712773,16.742375
868,130.839802,18.299805
869,130.966831,18.299805
870,131.09386,21.544452
871,131.220889,21.544452
872,131.347918,21.544452
873,131.474947,21.544452
874,131.601976,23.361454
875,131.729005,28.293316
876,131.856034,28.293316
877,131.983063,28.293316
878,132.110092,28.293316
879,132.237121,33.679429
880,132.36415,33.744322
881,132.491179,35.236859
882,132.618207,35.301752
883,132.745236,35.561324
884,132.872265,35.561324
885,132.999294,35.561324
886,133.126323,35.561324
887,133.253352,35.561324
888,133.380381,35.561324
889,133.50741,35.561324
890,133.634439,35.561324
891,133.761468,37.118754
892,133.888497,38.741077
893,134.015526,38.80597
894,134.142555,42.245295
895,134.269584,42.245295
896,134.396613,43.67294
897,134.523641,43.67294
898,134.65067,44.192083
899,134.777699,44.192083
900,134.904728,45.489942
901,135.031757,45.489942
902,135.158786,46.009085
903,135.285815,46.009085
904,135.412844,46.398443
905,135.539873,46.398443
906,135.666902,46.398443
907,135.793931,46.398443
908,135.92096,46.398443
909,136.047989,46.398443
910,136.175018,46.398443
911,136.302047,46.398443
912,136.429076,46.398443
913,136.556104,46.398443
914,136.683133,46.138871
915,136.810162,46.138871
916,136.937191,38.870863
917,137.06422,38.870863
918,137.191249,36.664504
919,137.318278,36.080467
920,137.445307,36.015574
921,137.572336,34.912395
922,137.699365,34.847502
923,137.826394,31.018819
924,137.953423,31.018819
925,138.080452,28.358209
926,138.207481,28.358209
927,138.33451,28.358209
928,138.461538,28.358209
929,140.366972,28.358209
930,140.494001,28.358209
931,140.62103,28.358209
932,140.748059,28.358209
933,140.875088,28.358209
934,141.002117,28.358209
935,141.129146,28.358209
936,141.256175,28.358209
937,141.383204,28.358209
938,141.510233,28.358209
939,141.637262,26.865672
940,141.764291,26.800779
941,141.89132,26.6061
942,142.018349,26.541207
943,142.145378,26.086957
944,142.272406,26.022064
945,142.399435,25.567813
946,142.526464,25.50292
947,142.653493,24.39974
948,142.780522,24.010383
949,142.907551,24.010383
950,143.03458,23.750811
951,143.161609,23.750811
952,143.288638,23.101882
953,143.415667,23.101882
954,143.542696,22.712524
955,143.669725,22.712524
956,143.796754,22.323167
957,143.923783,22.323167
958,144.050812,22.193381
959,144.177841,22.193381
960,144.304869,21.933809
961,144.431898,21.933809
962,144.558927,21.544452
963,144.685956,21.544452
964,144.812985,21.414666
965,144.940014,21.414666
966,145.067043,21.025308
967,145.194072,21.025308
968,146.845448,18.299805
969,146.972477,18.299805
970,147.099506,18.299805
971,147.226535,18.299805
972,147.353564,18.299805
973,147.480593,18.299805
974,147.607622,18.299805
975,147.734651,18.299805
976,147.86168,18.170019
977,147.988709,18.170019
978,148.115737,18.040234
979,148.242766,18.040234
980,148.369795,17.910448
981,148.496824,17.910448
982,148.623853,17.52109
983,148.750882,17.52109
984,148.877911,17.261518
985,149.00494,17.261518
986,149.131969,17.001947
987,149.258998,17.001947
988,149.386027,16.482803
989,149.513056,16.482803
990,149.640085,16.223232
991,149.767114,16.223232
992,149.894143,16.093446
993,150.021171,16.093446
994,150.1482,16.093446
995,150.275229,16.093446
996,150.402258,16.093446
997,150.529287,16.093446
998,150.656316,16.093446
999,150.783345,16.093446
1000,150.910374,16.093446
1001,151.037403,16.093446
1002,151.164432,16.093446
1003,151.291461,16.093446
1004,151.41849,16.093446
1005,151.545519,16.093446
1006,151.672548,16.093446
1007,151.799577,16.093446
1008,151.926606,16.093446
1009,152.053634,16.093446
1010,152.180663,15.444517
1011,152.307692,15.444517
1012,152.434721,15.314731
1013,152.56175,15.314731
1014,152.688779,15.184945
1015,152.815808,15.184945
1016,152.942837,14.795587
1017,153.069866,14.795587
1018,153.196895,14.536016
1019,153.323924,14.536016
1020,153.450953,14.276444
1021,153.577982,14.276444
1022,153.705011,13.887086
1023,153.83204,13.822193
1024,153.959068,13.497729
1025,154.086097,13.432836
1026,154.213126,13.238157
1027,154.340155,12.978585
1028,154.467184,12.978585
1029,154.594213,12.978585
1030,154.721242,12.978585
1031,154.848271,13.043478
1032,154.9753,13.108371
1033,155.102329,13.108371
1034,155.229358,13.108371
1035,155.356387,13.108371
1036,155.483416,13.108371
1037,155.610445,13.108371
1038,155.737474,13.108371
1039,155.864502,12.978585
1040,155.991531,12.978585
1041,156.11856,12.978585
1042,156.245589,12.978585
1043,156.372618,12.978585
1044,156.499647,12.978585
1045,156.626676,12.978585
1046,156.753705,12.978585
1047,156.880734,12.978585
1048,157.007763,12.978585
1049,157.134792,12.978585
1050,157.261821,12.978585
1051,157.38885,12.848799
1052,157.515879,12.848799
1053,157.642908,12.459442
1054,157.769936,12.459442
1055,157.896965,12.19987
1056,158.023994,12.19987
1057,158.151023,11.940299
1058,158.278052,11.940299
1059,158.405081,11.680727
1060,158.53211,11.680727
1061,158.659139,11.421155
1062,158.786168,11.421155
1063,158.913197,11.161583
1064,159.040226,11.161583
1065,159.167255,11.031798
1066,159.294284,11.031798
1067,159.421313,10.772226
1068,159.548342,10.772226
1069,165.264644,8.241402
1070,165.391673,8.241402
1071,165.518701,8.241402
1072,165.64573,8.241402
1073,165.772759,8.241402
1074,165.899788,8.241402
1075,166.026817,8.241402
1076,166.153846,8.241402
1077,166.280875,8.241402
1078,166.407904,8.241402
1079,166.534933,8.046723
1080,166.661962,8.046723
1081,166.788991,7.916937
1082,166.91602,7.916937
1083,167.043049,7.916937
1084,167.170078,7.916937
1085,167.297107,7.916937
1086,167.424135,7.916937
1087,167.551164,7.916937
1088,167.678193,7.916937
1089,167.805222,7.916937
1090,167.932251,7.916937
1091,172.88638,7.916937
1092,173.013409,7.916937
1093,173.140438,7.916937
1094,173.267466,7.916937
1095,173.394495,7.916937
1096,173.521524,7.916937
1097,173.648553,7.916937
1098,173.775582,7.916937
1099,173.902611,7.916937
1100,174.02964,7.916937
1101,174.156669,7.916937
1102,174.283698,7.916937
1103,174.410727,7.916937
1104,174.537756,7.916937
1105,174.664785,7.787151
1106,174.791814,7.787151
1107,174.918843,7.268008
1108,175.045872,7.268008
1109,175.1729,7.008436
1110,175.299929,7.008436
1111,175.426958,6.748864
1112,175.553987,6.748864
1113,175.681016,6.748864
1114,175.808045,6.748864
1115,175.935074,6.87865
1116,176.062103,6.87865
1117,176.189132,6.87865
1118,176.316161,6.87865
1119,176.44319,6.87865
1120,176.570219,6.87865
1121,176.697248,6.87865
1122,176.824277,6.87865
1123,176.951306,6.87865
1124,177.078335,6.87865
1125,177.205363,6.87865
1126,177.332392,6.87865
1127,177.459421,6.87865
1128,177.58645,6.87865
1129,177.713479,6.87865
1130,177.840508,6.87865
1131,177.967537,6.87865
1132,178.094566,6.87865
1133,178.221595,7.527579
1134,178.348624,7.527579
1135,178.475653,7.657365
1136,178.602682,7.657365
1137,178.729711,7.657365
1138,178.85674,7.657365
1139,178.983769,7.657365
1140,179.110797,7.657365
1141,179.237826,7.657365
1142,179.364855,7.657365
1143,179.491884,7.657365
1144,179.618913,7.657365
1145,179.745942,7.657365
1146,179.872971,7.657365
1147,180.0,7.657365
1148,180.127029,7.657365
1149,180.254058,7.657365
1150,180.381087,7.657365
1151,180.508116,7.657365
